effective_date,event_type,symbol,old_symbol,new_symbol,isin,company_name,reason,source,source_reference
2023-06-19,SYMBOL_CHANGE,TITAGARH,TWL,TITAGARH,,TITAGARH RAIL SYSTEMS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-03,SYMBOL_CHANGE,SHAH,GAL,SHAH,,Shah Metacorp Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-13,ADDITION,JIOFIN,,,,Jio Financial Services Ltd.,Spin-off Addition from Reliance Industries,NSE Indices,https://www.niftyindices.com/resources/press-releases
2023-07-13,CORPORATE_EVENT,HDFC,,,,Housing Development Finance Corporation Ltd.,Amalgamation / Merger into HDFC Bank Ltd.,NSE Indices,https://www.niftyindices.com/resources/press-releases
2023-07-14,SYMBOL_CHANGE,GATECH,STAMPEDE,GATECH,,GACM Technologies Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-18,SYMBOL_CHANGE,NIDO,EHFLNCD,NIDO,,Nido Home Finance Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-26,SYMBOL_CHANGE,UCAL,UCALFUEL,UCAL,,UCAL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-31,SYMBOL_CHANGE,GVPTECH,4THDIM,GVPTECH,,GVP Infotech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-31,SYMBOL_CHANGE,LICMFGOLD,IDBIGOLD,LICMFGOLD,,LIC MF Gold EXCHANGE TRADED FUND,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-07-31,SYMBOL_CHANGE,ORIENTCER,ORIENTABRA,ORIENTCER,,ORIENT CERATECH LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-08-04,SYMBOL_CHANGE,PROZONER,PROZONINTU,PROZONER,,Prozone Realty Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-08-08,SYMBOL_CHANGE,GATECHDVR,SCAPDVR,GATECHDVR,,GACM Technologies Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-08-10,SYMBOL_CHANGE,TVSHLTD,SUNCLAYLTD,TVSHLTD,,TVS Holdings Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-08-23,SYMBOL_CHANGE,SAMPANN,SEPOWER,SAMPANN,,Sampann Utpadan India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-08-24,SYMBOL_CHANGE,ADANIENSOL,ADANITRANS,ADANIENSOL,,Adani Energy Solutions Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,BFSI,MAFSETF,BFSI,,Mirae Asset Mutual Fund - Mirae Asset Nifty Financial Services ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,ESG,MAESGETF,ESG,,MIRAE ASSET MUTUAL FUND - Mirae Asset Nifty 100 ESG Sector Leaders ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,GOLDETF,MAGOLDETF,GOLDETF,,Mirae Asset Mutual Fund - Mirae Asset Gold ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,GSEC10YEAR,MAGS813ETF,GSEC10YEAR,,Mirae Asset Mutual Fund - Mirae Asset Nifty 8-13 yr G-Sec ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,LOWVOL,MANV30F,LOWVOL,,Mirae Asset Mutual Fund - Mirae Asset Nifty 100 Low Volatility 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,MAKEINDIA,MAMFGETF,MAKEINDIA,,Mirae Asset Mutual Fund - Mirae Asset Nifty India Manufacturing ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,MIDCAPETF,MAM150ETF,MIDCAPETF,,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,NEXT50,MANXT50,NEXT50,,Mirae Asset Mutual Fund - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - Mi,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,NIFTYETF,MAN50ETF,NIFTYETF,,Mirae Asset Mutual Fund - Mirae Asset Nifty 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-01,SYMBOL_CHANGE,SILVRETF,MASILVER,SILVRETF,,Mirae Asset Mutual Fund - Mirae Asset Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-11,SYMBOL_CHANGE,EPIGRAL,MFL,EPIGRAL,,Epigral Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-12,SYMBOL_CHANGE,GTECJAINX,KEERTI,GTECJAINX,,G-TEC JAINX EDUCATION LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-09-21,SYMBOL_CHANGE,SEMAC,REVATHI,SEMAC,,Semac Construction Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-10-16,SYMBOL_CHANGE,LLOYDSENGG,LSIL,LLOYDSENGG,,LLOYDS ENGINEERING WORKS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-10-20,SYMBOL_CHANGE,TPHQ,GISOLUTION,TPHQ,,Teamo Productions HQ Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-10-27,SYMBOL_CHANGE,ARE&M,AMARAJABAT,ARE&M,,Amara Raja Energy & Mobility Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-11-06,SYMBOL_CHANGE,LTFOODS,DAAWAT,LTFOODS,,LT Foods Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-11-15,SYMBOL_CHANGE,SONAMLTD,SONAMCLOCK,SONAMLTD,,SONAM LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-11-30,SYMBOL_CHANGE,ACLGATI,GATI,ACLGATI,,Allcargo Gati Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-01,SYMBOL_CHANGE,GOLDKART,SONAHISONA,GOLDKART,,Goldkart Jewels Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-14,SYMBOL_CHANGE,WELSPUNLIV,WELSPUNIND,WELSPUNLIV,,Welspun Living Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-15,SYMBOL_CHANGE,ATLANTAA,ATLANTA,ATLANTAA,,ATLANTAA LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,ALPL30IETF,ICICIALPLV,ALPL30IETF,,ICICI Prudential Nifty Alpha Low Volatility 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,AUTOIETF,ICICIAUTO,AUTOIETF,,ICICI Prudential Mutual Fund - ICICI Prudential  Nifty Auto ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,BSE500IETF,ICICI500,BSE500IETF,,ICICI Prudential BSE 500 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,COMMOIETF,ICICICOMMO,COMMOIETF,,ICICI Prudential Mutual Fund - ICICI Prudential Nifty Commodities ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,CONSUMIETF,ICICICONSU,CONSUMIETF,,ICICI Prudential Nifty India Consumption ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,FINIETF,ICICIFIN,FINIETF,,ICICI Prudential Mutual Fund - ICICI Pru Nifty Fin Ser Ex-Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,FMCGIETF,ICICIFMCG,FMCGIETF,,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty FMCG ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,GSEC10IETF,ICICI10GS,GSEC10IETF,,ICICI Pru Mutual Fund-ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,GSEC5IETF,ICICI5GSEC,GSEC5IETF,,ICICI Prudential Nifty 5 Yr Benchmark G-SEC ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,HEALTHIETF,ICICIPHARM,HEALTHIETF,,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Healthcare ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,INFRAIETF,ICICIINFRA,INFRAIETF,,ICICI Prudential Mutual Fund-ICICI Prudential Nifty Infrastructure ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,ITIETF,ICICITECH,ITIETF,,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty IT ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,LIQUIDIETF,ICICILIQ,LIQUIDIETF,,ICICI Prudential BSE Liquid Rate ETF- IDCW,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,MIDCAPIETF,ICICIM150,MIDCAPIETF,,ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty Midcap 150 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,MOM30IETF,ICICIMOM30,MOM30IETF,,ICICI Prudential Mutual Fund -  ICICI Pru Nifty 200 Momentum 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,NEXT50IETF,ICICINXT50,NEXT50IETF,,ICICI Prudential Mutual Fund - ICICI Prudential Nifty Next 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,PSUBNKIETF,PSUBANKICI,PSUBNKIETF,,ICICI Prudential Mutual Fund - ICICI Prudential Nifty PSU Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,PVTBANIETF,ICICIBANKP,PVTBANIETF,,ICICI Prudential Nifty Private Bank ETF - NIFTY PRIVATE BANK INDEX,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,QUAL30IETF,ICICIQTY30,QUAL30IETF,,ICICI Prudential MF - ICICI Prudential Nifty 200 Quality 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2023-12-20,SYMBOL_CHANGE,SILVERIETF,ICICISILVE,SILVERIETF,,ICICI Prudential Mutual Fund - ICICI Prudential Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,BANKETFADD,DSPBANKETF,BANKETFADD,,DSP  Mutual Fund - DSP Nifty Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,EQUAL50ADD,DSPNEWETF,EQUAL50ADD,,DSP  Mutual Fund - DSP Nifty 50 Equal Weight ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,GOLDETFADD,DSPGOLDETF,GOLDETFADD,,DSP Mutual Fund - DSP Gold ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,ITETFADD,DSPITETF,ITETFADD,,DSP Mutual Fund - DSP Nifty IT ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,MIDQ50ADD,DSPQ50ETF,MIDQ50ADD,,DSP  Mutual Fund - DSP Nifty Midcap 150 Quality 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,NIFTY50ADD,DSPN50ETF,NIFTY50ADD,,DSP  Mutual Fund - DSP Nifty 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,PSUBANKADD,DSPPSBKETF,PSUBANKADD,,DSP Mutual Fund - DSP Nifty PSU Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,PVTBANKADD,DSPPVBKETF,PVTBANKADD,,DSP Mutual Fund - DSP Nifty Private Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,SENSEXADD,DSPSENXETF,SENSEXADD,,DSP BSE Sensex ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-02-15,SYMBOL_CHANGE,SILVERADD,DSPSILVETF,SILVERADD,,DSP  Mutual Fund - DSP Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,ALPHA,KOTAKALPHA,ALPHA,,Kotak Mahindra Mutual Fund - Kotak Nifty Alpha 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,BANKNIFTY1,KOTAKBKETF,BANKNIFTY1,,Kotak Nifty Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,CONS,KOTAKCONS,CONS,,Kotak Nifty India Consumption ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,IT,KOTAKIT,IT,,Kotak Nifty IT ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,LIQUID1,KOTAKLIQ,LIQUID1,,Kotak Mahindra Mutual Fund - Kotak Nifty 1D Rate Liquid ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,LOWVOL1,KOTAKLOVOL,LOWVOL1,,Kotak Nifty 100 Low Volatility 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,MIDCAP,KOTAKMID50,MIDCAP,,Kotak Nifty Midcap 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,MNC,KOTAKMNC,MNC,,Kotak Mahindra Mutual Fund - Kotak Nifty MNC ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,NIFTY1,KOTAKNIFTY,NIFTY1,,Kotak Nifty 50 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-03-20,SYMBOL_CHANGE,PSUBANK,KOTAKPSUBK,PSUBANK,,Kotak Nifty PSU Bank ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-04-08,SYMBOL_CHANGE,BHARTIHEXA,LIST000857,BHARTIHEXA,,Bharti Hexacom Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-04-16,SYMBOL_CHANGE,GOLD1,KOTAKGOLD,GOLD1,,Kotak Mutual Fund - Gold Exchange Traded Fund,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-04-16,SYMBOL_CHANGE,SILVER1,KOTAKSILVE,SILVER1,,Kotak Mahindra Mutual Fund - Kotak Silver ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-04-23,SYMBOL_CHANGE,LTF,L&TFH,LTF,,L&T Finance Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-06-07,SYMBOL_CHANGE,AEGISLOG,AEGISCHEM,AEGISLOG,,Aegis Logistics Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-06-07,SYMBOL_CHANGE,UNITDSPR,MCDOWELL-N,UNITDSPR,,United Spirits Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-07-08,SYMBOL_CHANGE,EMBDL,IBREALEST,EMBDL,,Embassy Developments Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-07-26,SYMBOL_CHANGE,SAMMAANCAP,IBULHSGFIN,SAMMAANCAP,,Sammaan Capital Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-07-26,SYMBOL_CHANGE,SCLPP,IBULPP,SCLPP,,Sammaan Capital Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-08-01,SYMBOL_CHANGE,AMBANIORGO,AMBANIORG,AMBANIORGO,,AMBANI ORGOCHEM LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-08-09,SYMBOL_CHANGE,SHEKHAWATI,SPYL,SHEKHAWATI,,Shekhawati Industries Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-08-23,SYMBOL_CHANGE,GROWWEV,GROWEV,GROWWEV,,Groww Mutual Fund - Groww Nifty EV & New Age Automotive ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-08-26,SYMBOL_CHANGE,TARIL,TRIL,TARIL,,Transformers And Rectifiers (India) Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-09-03,SYMBOL_CHANGE,ORTINGLOBE,ORTINLAB,ORTINGLOBE,,ORTIN GLOBAL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-09-27,SYMBOL_CHANGE,ALLDIGI,ALLSEC,ALLDIGI,,Alldigi Tech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-09-30,ADDITION,BWA,,,,Brainbees Solutions Ltd. (FirstCry),Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2024-09-30,ADDITION,OLAENE,,,,Ola Electric Mobility Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2024-09-30,SYMBOL_CHANGE,TIPSMUSIC,TIPSINDLTD,TIPSMUSIC,,Tips Music Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-10-09,SYMBOL_CHANGE,KUNDANMM,EASTSUGIND,KUNDANMM,,Kundan Minerals and Metals Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-10-09,SYMBOL_CHANGE,VEEDOL,TIDEWATER,VEEDOL,,Veedol Corporation Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-10-10,SYMBOL_CHANGE,ABREL,CENTURYTEX,ABREL,,Aditya Birla Real Estate Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-10-10,SYMBOL_CHANGE,LMW,LAXMIMACH,LMW,,LMW Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-10-23,SYMBOL_CHANGE,TRANSWORLD,SHREYAS,TRANSWORLD,,TRANSWORLD SHIPPING LINES LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-11-05,SYMBOL_CHANGE,GVT&D,GET&D,GVT&D,,GE Vernova T&D India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-11-12,SYMBOL_CHANGE,INTERISE,INDINFR,INTERISE,,Interise Trust,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-11-12,SYMBOL_CHANGE,INTERISE,INTERISE,INTERISE,,Interise Trust,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-11-25,SYMBOL_CHANGE,692GS2039,692MH2039,692GS2039,,Government of India,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-11-26,SYMBOL_CHANGE,RVTH,REVATHIEQU,RVTH,,Revathi Equipment India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-12-03,SYMBOL_CHANGE,IIFLCAPS,IIFLSEC,IIFLCAPS,,IIFL Capital Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-12-09,SYMBOL_CHANGE,ARVINDPORT,ACSAL,ARVINDPORT,,ARVIND PORT AND INFRA LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-12-11,SYMBOL_CHANGE,GMRAIRPORT,GMRINFRA,GMRAIRPORT,,GMR AIRPORTS LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2024-12-23,SYMBOL_CHANGE,HBLENGINE,HBLPOWER,HBLENGINE,,HBL Engineering Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-01-16,SYMBOL_CHANGE,URAVIDEF,URAVI,URAVIDEF,,Uravi Defence and Technology Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-01-20,SYMBOL_CHANGE,ALIVUS,GLS,ALIVUS,,Alivus Life Sciences Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-01-23,SYMBOL_CHANGE,INDUSINVIT,BHINVIT,INDUSINVIT,,Indus Infra Trust,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-02-07,SYMBOL_CHANGE,TICL,TCLCONS,TICL,,Twamev Construction and Infrastructure Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-02-19,SYMBOL_CHANGE,799LTFL30,780LTFL30,799LTFL30,,,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-03-11,SYMBOL_CHANGE,EMAPARTNER,EMAIN,EMAPARTNER,,EMA Partners India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-03-20,SYMBOL_CHANGE,CPCAP,CAREERP,CPCAP,,CP Capital Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-03-28,ADDITION,ACMESOLAR,,,,ACME Solar Holdings Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2025-03-28,ADDITION,SWIGGY,,,,Swiggy Ltd.,Semi-Annual Index Rebalance Addition,NSE Indices,https://www.niftyindices.com/resources/press-releases
2025-03-28,SYMBOL_CHANGE,SUNDROP,ATFL,SUNDROP,,Sundrop Brands Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-04-01,SYMBOL_CHANGE,AFSL,AHL,AFSL,,Abans Financial Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-04-02,SYMBOL_CHANGE,10157PCP27,10157PCP24,10157PCP27,,Profectus Capital Private Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-04-09,SYMBOL_CHANGE,BIRLANU,HIL,BIRLANU,,BirlaNu Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-04-09,SYMBOL_CHANGE,ETERNAL,ZOMATO,ETERNAL,,ETERNAL LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-04-11,SYMBOL_CHANGE,ADOR,ADORWELD,ADOR,,Ador Welding Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-04-15,SYMBOL_CHANGE,UMIYA-MRO,MRO-TEK,UMIYA-MRO,,UMIYA BUILDCON LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-05-19,SYMBOL_CHANGE,COHANCE,SUVENPHAR,COHANCE,,Cohance Lifesciences Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-06-02,SYMBOL_CHANGE,ACUTAAS,AMIORG,ACUTAAS,,Acutaas Chemicals Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-06-17,SYMBOL_CHANGE,WAAREEINDO,INDOSOLAR,WAAREEINDO,,Indosolar Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2025-06-23,SYMBOL_CHANGE,KAVDEFENCE,KAVVERITEL,KAVDEFENCE,,Kavveri Defence & Wireless Technologies Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
