effective_date,event_type,symbol,old_symbol,new_symbol,isin,company_name,reason,source,source_reference
2018-01-15,SYMBOL_CHANGE,TIRUPATIFL,FORGE,TIRUPATIFL,,Tirupati Forge Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-01-19,SYMBOL_CHANGE,AMJLAND,PDUMJEPULP,AMJLAND,,Amj Land Holdings Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-01-24,SYMBOL_CHANGE,PAISALO,SEINV,PAISALO,,Paisalo Digital Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICIGOLD,GOLDIWIN,ICICIGOLD,,ICICI Prudential Gold ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICILOVOL,LOWVOLIWIN,ICICILOVOL,,ICICI Prudential Nifty Low Vol 30 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICIMCAP,MIDCAPIWIN,ICICIMCAP,,ICICI Prudential Midcap Select ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICINF100,NIF100IWIN,ICICINF100,,ICICI Prudential Nifty 100 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICINIFTY,NIFTYIWIN,ICICINIFTY,,ICICI Prudential Nifty ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICINV20,NV20IWIN,ICICINV20,,ICICI Prudential NV20 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-10,SYMBOL_CHANGE,ICICISENSX,SENSEXIWIN,ICICISENSX,,ICICI Prudential Sensex ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-12,SYMBOL_CHANGE,HAVISHA,SHAKTIGAS,HAVISHA,,Sri Havisha Hospitality and Infrastructure Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-19,SYMBOL_CHANGE,ADROITINFO,SPHEREGSL,ADROITINFO,,Adroit Infotech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-19,SYMBOL_CHANGE,ICICIB22,BHARATIWIN,ICICIB22,,ICICI Prudential Mutual Fund - BHARAT 22 ETF,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-04-23,SYMBOL_CHANGE,JTEKTINDIA,SONASTEER,JTEKTINDIA,,Jtekt India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-05-04,SYMBOL_CHANGE,3PLAND,PDUMJEIND,3PLAND,,3P Land Holdings Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-05-04,SYMBOL_CHANGE,PRSMJOHNSN,PRISMCEM,PRSMJOHNSN,,Prism Johnson Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-06-06,SYMBOL_CHANGE,PITTIENG,PITTILAM,PITTIENG,,Pitti Engineering Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-06-08,SYMBOL_CHANGE,IBULISL,SORILHOLD,IBULISL,,Yaari Digital Integrated Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-07-18,SYMBOL_CHANGE,PROSEED,GREENFIRE,PROSEED,,Proseed India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-07-25,SYMBOL_CHANGE,THEINVEST,FORTUNEFIN,THEINVEST,,The Investment Trust Of India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-07-26,SYMBOL_CHANGE,OLECTRA,GOLDINFRA,OLECTRA,,Olectra Greentech Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-08-13,SYMBOL_CHANGE,GARFIBRES,GARWALLROP,GARFIBRES,,Garware Technical Fibres Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-10-08,SYMBOL_CHANGE,BCG,LYCOS,BCG,,Brightcom Group Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-10-12,SYMBOL_CHANGE,INSPIRISYS,AFL,INSPIRISYS,,Inspirisys Solutions Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-10-23,SYMBOL_CHANGE,KSB,KSBPUMPS,KSB,,Ksb Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-11-15,SYMBOL_CHANGE,EMAMIREAL,EMAMIINFRA,EMAMIREAL,,Emami Realty Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2018-12-10,SYMBOL_CHANGE,TATASTLBSL,BHUSANSTL,TATASTLBSL,,Tata Steel Bsl Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-01-02,SYMBOL_CHANGE,DVL,DPL,DVL,,Dhunseri Ventures Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-01-15,SYMBOL_CHANGE,BAJAJCON,BAJAJCORP,BAJAJCON,,Bajaj Consumer Care Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-01-16,SYMBOL_CHANGE,IDFCFIRSTB,IDFCBANK,IDFCFIRSTB,,IDFC First Bank Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-02-26,SYMBOL_CHANGE,BSOFT,KPIT,BSOFT,,BIRLASOFT LIMITED,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-04-08,SYMBOL_CHANGE,RGL,RJL,RGL,,Renaissance Global Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-04-09,SYMBOL_CHANGE,CHOLAHLDNG,TIFIN,CHOLAHLDNG,,Cholamandalam Financial Holdings Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-05-02,SYMBOL_CHANGE,EXPLEOSOL,SQSBFSI,EXPLEOSOL,,Expleo Solutions Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-05-03,SYMBOL_CHANGE,KEYFINSERV,KEYCORPSER,KEYFINSERV,,Keynote Financial Services Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-05-27,SYMBOL_CHANGE,BABAFOOD,SKML,BABAFOOD,,Baba Agro Food Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-06-11,SYMBOL_CHANGE,PGHL,MERCK,PGHL,,Procter & Gamble Health Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-07-19,SYMBOL_CHANGE,ICICIBANKN,IPRU5008,ICICIBANKN,,ICICI Prudential Bank ETF Nifty Bank Index,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-07-25,SYMBOL_CHANGE,GFLLIMITED,GUJFLUORO,GFLLIMITED,,GFL Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-07-30,SYMBOL_CHANGE,SETUINFRA,PRAKASHCON,SETUINFRA,,Setubandhan Infrastructure Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-19,SYMBOL_CHANGE,FORCEMOT,BAJAJTEMPO,FORCEMOT,,FORCE MOTORS LTD,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-19,SYMBOL_CHANGE,KENNAMET,WIDIA,KENNAMET,,Kennametal India Limited,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-19,SYMBOL_CHANGE,SPICEJET,MODILUFT,SPICEJET,,SPICEJET LTD,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIM1SD1G,PRM1SD1,PGIM1SD1G,,PGIM India Fixed Duration Fund - Series 31 - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIM1SDPD,PRM1SDP,PGIM1SDPD,,PGIM India Fixed Duration Fund - Series 31 - RPDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIM1SGPG,PRM1SGP,PGIM1SGPG,,PGIM India Fixed Duration Fund - Series 31 - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAAADD,DPRMAAAD,PGIMAAADD,,PGIM India Fixed Duration Fund - Series AA - RPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAAD1G,DPRMAAD1,PGIMAAD1G,,PGIM India Fixed Duration Fund - Series AA - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAAD3D,DPRMAAD3,PGIMAAD3D,,PGIM India Fixed Duration Fund - Series AA - DPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAAGPG,DPRMAAGP,PGIMAAGPG,,PGIM India Fixed Duration Fund - Series AA - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAAQDD,DPRMAAQD,PGIMAAQDD,,PGIM India Fixed Duration Fund - Series AA - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMABADD,DPRMABAD,PGIMABADD,,PGIM India Fixed Duration Fund - Series AB - RPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMABD1G,DPRMABD1,PGIMABD1G,,PGIM India Fixed Duration Fund - Series AB - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMABDPD,DPRMABDP,PGIMABDPD,,PGIM India Fixed Duration Fund - Series AB - RPRDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMABGPG,DPRMABGP,PGIMABGPG,,PGIM India Fixed Duration Fund - Series AB - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMABQDD,DPRMABQD,PGIMABQDD,,PGIM India Fixed Duration Fund - Series AB - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACADD,DPRMACAD,PGIMACADD,,PGIM India Fixed Duration Fund - Series AC - RPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACD1G,DPRMACD1,PGIMACD1G,,PGIM India Fixed Duration Fund - Series AC - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACD2D,DPRMACD2,PGIMACD2D,,PGIM India Fixed Duration Fund - Series AC - DPRDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACD4D,DPRMACD4,PGIMACD4D,,PGIM India Fixed Duration Fund - Series AC - DPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACDPD,DPRMACDP,PGIMACDPD,,PGIM India Fixed Duration Fund - Series AC - RPRDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACGPG,DPRMACGP,PGIMACGPG,,PGIM India Fixed Duration Fund - Series AC - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMACQDD,DPRMACQD,PGIMACQDD,,PGIM India Fixed Duration Fund - Series AC - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAEADD,DPRMAEAD,PGIMAEADD,,PGIM India Fixed Duration Fund - Series AE - RPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAED1G,DPRMAED1,PGIMAED1G,,PGIM India Fixed Duration Fund - Series AE - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAED4D,DPRMAED4,PGIMAED4D,,PGIM India Fixed Duration Fund - Series AE - DPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAEDPD,DPRMAEDP,PGIMAEDPD,,PGIM India Fixed Duration Fund - Series AE - RPRDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAEGPG,DPRMAEGP,PGIMAEGPG,,PGIM India Fixed Duration Fund - Series AE - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAGD1G,DPRMAGD1,PGIMAGD1G,,PGIM India Fixed Duration Fund - Series AG - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAGGPG,DPRMAGGP,PGIMAGGPG,,PGIM India Fixed Duration Fund - Series AG - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAHADD,DPRMAHAD,PGIMAHADD,,PGIM India Fixed Duration Fund - Series AH - RPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAHD1G,DPRMAHD1,PGIMAHD1G,,PGIM India Fixed Duration Fund - Series AH - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAHD3D,DPRMAHD3,PGIMAHD3D,,PGIM India Fixed Duration Fund - Series AH - DPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAHD4D,DPRMAHD4,PGIMAHD4D,,PGIM India Fixed Duration Fund - Series AH - DPADPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAHGPG,DPRMAHGP,PGIMAHGPG,,PGIM India Fixed Duration Fund - Series AH - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAHQDD,DPRMAHQD,PGIMAHQDD,,PGIM India Fixed Duration Fund - Series AH - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAPD1G,DPRMAPD1G,PGIMAPD1G,,PGIM India Fixed Duration Fund - Series AP - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAPDPD,DPRMAPDPD,PGIMAPDPD,,PGIM India Fixed Duration Fund - Series AP - RPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAPGPG,DPRMAPGPG,PGIMAPGPG,,PGIM India Fixed Duration Fund - Series AP - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAQD1G,DPRMAQD1G,PGIMAQD1G,,PGIM India Fixed Duration Fund - Series AQ - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAQD2D,DPRMAQD2D,PGIMAQD2D,,PGIM India Fixed Duration Fund - Series AQ - DPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAQGPG,DPRMAQGPG,PGIMAQGPG,,PGIM India Fixed Duration Fund - Series AQ - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMATD1G,DPRMATD1G,PGIMATD1G,,PGIM India Fixed Duration Fund - Series AT - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMATDPD,DPRMATDPD,PGIMATDPD,,PGIM India Fixed Duration Fund - Series AT - RPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMATGPG,DPRMATGPG,PGIMATGPG,,PGIM India Fixed Duration Fund - Series AT - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMATQDD,DPRMATQDD,PGIMATQDD,,PGIM India Fixed Duration Fund - Series AT - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAUD1G,DPRMAUD1G,PGIMAUD1G,,PGIM India Fixed Duration Fund - Series AU - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAUDPD,DPRMAUDPD,PGIMAUDPD,,PGIM India Fixed Duration Fund - Series AU - RPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAUGPG,DPRMAUGPG,PGIMAUGPG,,PGIM India Fixed Duration Fund - Series AU - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAUQDD,DPRMAUQDD,PGIMAUQDD,,PGIM India Fixed Duration Fund - Series AU - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAYD1G,DPRMAYD1G,PGIMAYD1G,,PGIM India Fixed Duration Fund - Series AY - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAYGPG,DPRMAYGPG,PGIMAYGPG,,PGIM India Fixed Duration Fund - Series AY - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAZD1G,DPRMAZD1G,PGIMAZD1G,,PGIM India Fixed Duration Fund - Series AZ - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAZDPD,DPRMAZDPD,PGIMAZDPD,,PGIM India Fixed Duration Fund - Series AZ - RPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMAZGPG,DPRMAZGPG,PGIMAZGPG,,PGIM India Fixed Duration Fund - Series AZ - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBAD1G,DPRMBAD1G,PGIMBAD1G,,PGIM India Fixed Duration Fund - Series BA - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBADPD,DPRMBADPD,PGIMBADPD,,PGIM India Fixed Duration Fund - Series BA - RPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBAGPG,DPRMBAGPG,PGIMBAGPG,,PGIM India Fixed Duration Fund - Series BA - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBAQDD,DPRMBAQDD,PGIMBAQDD,,PGIM India Fixed Duration Fund - Series BA - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBBD1G,DPRMBBD1G,PGIMBBD1G,,PGIM India Fixed Duration Fund - Series BB - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBBDPD,DPRMBBDPD,PGIMBBDPD,,PGIM India Fixed Duration Fund - Series BB - RPSDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBBGPG,DPRMBBGPG,PGIMBBGPG,,PGIM India Fixed Duration Fund - Series BB - RPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBBQDD,DPRMBBQDD,PGIMBBQDD,,PGIM India Fixed Duration Fund - Series BB - RPQDPO,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBCD1G,DPRMBCD1G,PGIMBCD1G,,PGIM India Fixed Duration Fund - Series BC - DPG,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
2019-08-22,SYMBOL_CHANGE,PGIMBCD2S,DPRMBCD2S,PGIMBCD2S,,PGIM India Fixed Duration Fund - Series BC - DPSDT,Official NSE Symbol Rename,NSE India,https://archives.nseindia.com/content/equities/symbolchange.csv
