event_id,source_document,symbol,event_type,existing_resolved_status,validated_decision_status,diff_result,resolution_evidence
EVT_00466,ind_prs13032025.pdf,SUNDRMFAST,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00467,ind_prs13032025.pdf,TVSSCS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00468,ind_prs13032025.pdf,VINATIORGA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00469,ind_prs13032025.pdf,AFCONS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00470,ind_prs13032025.pdf,ALIVUS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00471,ind_prs13032025.pdf,FIRSTCRY,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00472,ind_prs13032025.pdf,HYUNDAI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00473,ind_prs13032025.pdf,IGIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00474,ind_prs13032025.pdf,LTFOODS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00475,ind_prs13032025.pdf,NAVA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00476,ind_prs13032025.pdf,NEULANDLAB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00477,ind_prs13032025.pdf,PGEL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00478,ind_prs13032025.pdf,TARIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00479,ind_prs13032025.pdf,VMM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00480,ind_prs13032025.pdf,WAAREEENER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00481,ind_prs13072026_1.pdf,JBCHEPHARM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00482,ind_prs13072026_1.pdf,PFOCUS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00483,ind_prs15062021.pdf,MOTHERSUMI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00484,ind_prs15062021.pdf,GLAND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00485,ind_prs15062022.pdf,EQUITAS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00486,ind_prs15062022.pdf,GESHIP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00487,ind_prs15062022.pdf,GNFC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00488,ind_prs15062022.pdf,IRB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00489,ind_prs15062022.pdf,JMFINANCIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00490,ind_prs15062022.pdf,UJJIVAN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00491,ind_prs15062022.pdf,AUROPHARMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00492,ind_prs15062022.pdf,MGL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00493,ind_prs15062022.pdf,MANAPPURAM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00494,ind_prs15062022.pdf,PFIZER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00495,ind_prs15062022.pdf,RBLBANK,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00496,ind_prs15062022.pdf,SRTRANSFIN,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00497,ind_prs15092023.pdf,BASF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00498,ind_prs15092023.pdf,BPCL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00499,ind_prs15092023.pdf,BORORENEW,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00500,ind_prs15092023.pdf,FINPIPE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00501,ind_prs15092023.pdf,GREENPANEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00502,ind_prs15092023.pdf,HGS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00503,ind_prs15092023.pdf,HAL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00504,ind_prs15092023.pdf,IFBIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00505,ind_prs15092023.pdf,NAUKRI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00506,ind_prs15092023.pdf,KENNAMET,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00507,ind_prs15092023.pdf,NOCIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00508,ind_prs15092023.pdf,TCIEXP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00509,ind_prs15092023.pdf,TCI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00510,ind_prs15092023.pdf,ALLCARGO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00511,ind_prs15092023.pdf,CHAMBLFERT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00512,ind_prs15092023.pdf,GILLETTE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00513,ind_prs15092023.pdf,GLS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00514,ind_prs15092023.pdf,GPIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00515,ind_prs15092023.pdf,HEG,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00516,ind_prs15092023.pdf,IRCON,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00517,ind_prs15092023.pdf,JINDALSAW,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00518,ind_prs15092023.pdf,KIRLFER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00519,ind_prs15092023.pdf,PGHL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00520,ind_prs15092023.pdf,SAFARI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00521,ind_prs15092023.pdf,SYRMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00522,ind_prs15092023.pdf,USHAMART,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00523,ind_prs15092025.pdf,ALIVUS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00524,ind_prs15092025.pdf,APOLLOHOSP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00525,ind_prs15092025.pdf,COALINDIA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00526,ind_prs15092025.pdf,FINPIPE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00527,ind_prs15092025.pdf,NYKAA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00528,ind_prs15092025.pdf,IOC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00529,ind_prs15092025.pdf,KANSAINER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00530,ind_prs15092025.pdf,MAHSEAMLES,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00531,ind_prs15092025.pdf,MANKIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00532,ind_prs15092025.pdf,MASTEK,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00533,ind_prs15092025.pdf,MINDACORP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00534,ind_prs15092025.pdf,RAYMOND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00535,ind_prs15092025.pdf,ROUTE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00536,ind_prs15092025.pdf,SWSOLAR,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00537,ind_prs15092025.pdf,TANLA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00538,ind_prs15092025.pdf,ZFCVINDIA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00539,ind_prs15092025.pdf,AKZOINDIA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00540,ind_prs15092025.pdf,BLUEJET,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00541,ind_prs15092025.pdf,EMCURE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00542,ind_prs15092025.pdf,FORCEMOT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00543,ind_prs15092025.pdf,GRAVITA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00544,ind_prs15092025.pdf,HEXT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00545,ind_prs15092025.pdf,HINDALCO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00546,ind_prs15092025.pdf,INDUSTOWER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00547,ind_prs15092025.pdf,JUBLPHARMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00548,ind_prs15092025.pdf,KSB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00549,ind_prs15092025.pdf,NUVOCO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00550,ind_prs15092025.pdf,PGHH,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00551,ind_prs15092025.pdf,SAILIFE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00552,ind_prs15092025.pdf,SWIGGY,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00553,ind_prs15092025.pdf,TRIDENT,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00554,ind_prs15092025.pdf,WELSPUNLIV,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00555,ind_prs15092025.pdf,CGPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00556,ind_prs15092025.pdf,SRF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00557,ind_prs15092025_1.pdf,PEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00558,ind_prs15092025_1.pdf,RELINFRA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00559,ind_prs16092022.pdf,EQUITAS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00560,ind_prs16092022.pdf,SHOPERSTOP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00561,ind_prs17022023_1.pdf,ABSLAMC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00562,ind_prs17022023_1.pdf,ALOKINDS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00563,ind_prs17022023_1.pdf,ASTRAZEN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00564,ind_prs17022023_1.pdf,BHARATRAS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00565,ind_prs17022023_1.pdf,CAPLIPOINT,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00566,ind_prs17022023_1.pdf,DHANI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00567,ind_prs17022023_1.pdf,DBL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00568,ind_prs17022023_1.pdf,HATSUN,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00569,ind_prs17022023_1.pdf,INDOCO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00570,ind_prs17022023_1.pdf,MOIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00571,ind_prs17022023_1.pdf,PRIVISCL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00572,ind_prs17022023_1.pdf,PGHL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00573,ind_prs17022023_1.pdf,SFL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00574,ind_prs17022023_1.pdf,SHILPAMED,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00575,ind_prs17022023_1.pdf,SIS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00576,ind_prs17022023_1.pdf,SUDARSCHEM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00577,ind_prs17022023_1.pdf,SYMPHONY,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00578,ind_prs17022023_1.pdf,TATACOFFEE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00579,ind_prs17022023_1.pdf,THYROCARE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00580,ind_prs17022023_1.pdf,WOCKPHARMA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00581,ind_prs17022023_1.pdf,AARTIIND,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00582,ind_prs17022023_1.pdf,ADANIPOWER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00583,ind_prs17022023_1.pdf,APARINDS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00584,ind_prs17022023_1.pdf,ACI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00585,ind_prs17022023_1.pdf,BIKAJI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00586,ind_prs17022023_1.pdf,BLS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00587,ind_prs17022023_1.pdf,CRAFTSMAN,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00588,ind_prs17022023_1.pdf,DATAPATTNS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00589,ind_prs17022023_1.pdf,FIVESTAR,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00590,ind_prs17022023_1.pdf,MEDANTA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00591,ind_prs17022023_1.pdf,INGERRAND,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00592,ind_prs17022023_1.pdf,JINDWORLD,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00593,ind_prs17022023_1.pdf,KENNAMET,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00594,ind_prs17022023_1.pdf,RUSTOMJEE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00595,ind_prs17022023_1.pdf,KFINTECH,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00596,ind_prs17022023_1.pdf,KSB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00597,ind_prs17022023_1.pdf,MFL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00598,ind_prs17022023_1.pdf,NMDC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00599,ind_prs17022023_1.pdf,PEL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00600,ind_prs17022023_1.pdf,TMB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00601,ind_prs17032025.pdf,ISEC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00602,ind_prs17032025.pdf,RAYMONDLSL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00603,ind_prs17072026_1.pdf,ATGL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00604,ind_prs17072026_1.pdf,ELECON,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00605,ind_prs17072026_1.pdf,TORNTPHARM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00606,ind_prs17072026_1.pdf,ACC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00607,ind_prs17072026_1.pdf,AMBUJACEM,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00608,ind_prs17072026_1.pdf,HINDZINC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00609,ind_prs17072026_1.pdf,LAURUSLABS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00610,ind_prs17072026_1.pdf,TMCV,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00611,ind_prs17082023.pdf,BASF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00612,ind_prs17082023.pdf,GARFIBRES,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00613,ind_prs17082023.pdf,GODREJAGRO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00614,ind_prs17082023.pdf,GREENPANEL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00615,ind_prs17082023.pdf,HIKAL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00616,ind_prs17082023.pdf,HGS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00617,ind_prs17082023.pdf,IFBIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00618,ind_prs17082023.pdf,IBREALEST,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00619,ind_prs17082023.pdf,JINDWORLD,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00620,ind_prs17082023.pdf,KENNAMET,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00621,ind_prs17082023.pdf,RUSTOMJEE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00622,ind_prs17082023.pdf,MAHLOG,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00623,ind_prs17082023.pdf,NOCIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00624,ind_prs17082023.pdf,TMB,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00625,ind_prs17082023.pdf,TCIEXP,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00626,ind_prs17082023.pdf,TCNSBRANDS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00627,ind_prs17082023.pdf,TCI,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00628,ind_prs17082023.pdf,UFLEX,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00629,ind_prs17082023.pdf,ALLCARGO,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00630,ind_prs17082023.pdf,ALOKINDS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00631,ind_prs17082023.pdf,GILLETTE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00632,ind_prs17082023.pdf,GLS,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00633,ind_prs17082023.pdf,GPIL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00634,ind_prs17082023.pdf,IRCON,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00635,ind_prs17082023.pdf,JINDALSAW,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00636,ind_prs17082023.pdf,KAYNES,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00637,ind_prs17082023.pdf,KIRLFER,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00638,ind_prs17082023.pdf,MINDACORP,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00639,ind_prs17082023.pdf,PGHL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00640,ind_prs17082023.pdf,SAFARI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00641,ind_prs17082023.pdf,SAREGAMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00642,ind_prs17082023.pdf,SFL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00643,ind_prs17082023.pdf,SYMPHONY,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00644,ind_prs17082023.pdf,SYRMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00645,ind_prs17082023.pdf,UJJIVANSFB,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00646,ind_prs17082023.pdf,USHAMART,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00647,ind_prs17092019.pdf,THOMASCOOK,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00648,ind_prs17092019.pdf,IIFL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00649,ind_prs17102023.pdf,KIRLFER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00650,ind_prs17102023.pdf,CONCORDBIO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00651,ind_prs17102025.pdf,CENTURYPLY,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00652,ind_prs17102025.pdf,HONASA,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00653,ind_prs17102025.pdf,NATCOPHARM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00654,ind_prs17102025.pdf,OIL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00655,ind_prs17102025.pdf,POLYMED,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00656,ind_prs17102025.pdf,RKFORGE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00657,ind_prs17102025.pdf,WAAREEENER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00658,ind_prs17102025.pdf,ABFRL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00659,ind_prs17102025.pdf,ABLBL,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00660,ind_prs17102025.pdf,COHANCE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00661,ind_prs17102025.pdf,INOXWIND,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00662,ind_prs17102025.pdf,NBCC,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00663,ind_prs17102025.pdf,RELINFRA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00664,ind_prs17102025.pdf,SWANCORP,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00665,ind_prs17112025_1.pdf,VBL,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00666,ind_prs17112025_1.pdf,RCF,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00667,ind_prs18022025.pdf,RAJESHEXPO,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00668,ind_prs18022025.pdf,SIEMENS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00669,ind_prs18022025.pdf,MANKIND,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00670,ind_prs18022025.pdf,DIXON,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00671,ind_prs18112020.pdf,INFIBEAM,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00672,ind_prs18112020.pdf,MAHINDCIE,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00673,ind_prs18122019.pdf,CGPOWER,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00674,ind_prs18122019.pdf,COFFEEDAY,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00675,ind_prs18122019.pdf,COX&KINGS,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00676,ind_prs18122019.pdf,AFFLE,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00677,ind_prs18122019.pdf,MIDHANI,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00678,ind_prs18122019.pdf,RESPONIND,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00679,ind_prs19012024.pdf,JUBLPHARMA,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00680,ind_prs19012024.pdf,RCF,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00681,ind_prs19032024.pdf,"INDIAN RENEWABLE ENERGY DEV.
AGENCY LTD.",ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00682,ind_prs19032024.pdf,BSE LTD.*,ADDITION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
EVT_00683,ind_prs19042023_1.pdf,BAJAJELEC,DELETION,ACTIVE,ACTIVE,MATCH,Verified raw reconstitution event
